"Match","Date","League","Opponent","Result"
"2754888229","04 Nov 2016","5006","CDEC Gaming","Win"
"2753112411","03 Nov 2016","5006","MAX.Y","Win"
"2752968437","03 Nov 2016","5006","MAX.Y","Loss"
"2752678641","03 Nov 2016","4979","Invictus Gaming","Win"
"2750526261","02 Nov 2016","4979","Invictus Gaming","Win"
"2750426208","02 Nov 2016","4979","Invictus Gaming","Win"
"2748687311","01 Nov 2016","4979","Vici Gaming","Win"
"2748579663","01 Nov 2016","4979","Vici Gaming","Win"
"2746486937","31 Oct 2016","5006","Team VDuoBao","Win"
"2746402998","31 Oct 2016","5006","Team VDuoBao","Win"
"2731577856","24 Oct 2016","5006","LGD-GAMING","Loss"
"2731482080","24 Oct 2016","5006","LGD-GAMING","Loss"
"2729627144","23 Oct 2016","5006","the wings gaming","Loss"
"2729503911","23 Oct 2016","5006","the wings gaming","Loss"
"2727237969","22 Oct 2016","4920","team_ftd_c","Win"
"2727145576","22 Oct 2016","4920","team_ftd_c","Loss"
"2727022170","22 Oct 2016","5006","Team VG.J","Win"
"2726851753","22 Oct 2016","5006","Team VG.J","Win"
"2726439589","22 Oct 2016","5006","TongFu|","Loss"
"2726305857","22 Oct 2016","5006","TongFu|","Loss"
"2702986251","11 Oct 2016","4837","EHOME","Win"
"2702881633","11 Oct 2016","4837","EHOME","Win"
"2702632119","11 Oct 2016","4442","iG.Vitality","Loss"
"2702545276","11 Oct 2016","4442","iG.Vitality","Win"
"2702473251","11 Oct 2016","4442","iG.Vitality","Loss"
"2701595482","10 Oct 2016","4442","LGD-GAMING","Loss"
"2701440386","10 Oct 2016","4442","LGD-GAMING","Loss"
"2701256565","10 Oct 2016","4442","LGD-GAMING","Win"
"2700603982","10 Oct 2016","4837","TongFu|","Win"
"2700522662","10 Oct 2016","4837","TongFu|","Win"
"2698859789","09 Oct 2016","4920","LGD.Forever Young","Win"
"2698730571","09 Oct 2016","4920","LGD.Forever Young","Win"
"2696605376","08 Oct 2016","4875","CDEC Gaming","Win"
"2696371495","08 Oct 2016","4875","CDEC Gaming","Win"
"2696262763","08 Oct 2016","4875","CDEC Gaming","Loss"
"2696164591","08 Oct 2016","4875","CDEC Gaming","Win"
"2694301210","07 Oct 2016","4920","the wings gaming","Win"
"2694152178","07 Oct 2016","4920","the wings gaming","Loss"
"2693547335","07 Oct 2016","4837","LGD-GAMING","Loss"
"2693447665","07 Oct 2016","4837","LGD-GAMING","Loss"
"2692209839","06 Oct 2016","4875","CDEC Gaming","Win"
"2692062872","06 Oct 2016","4875","CDEC Gaming","Loss"
"2691924619","06 Oct 2016","4875","CDEC Gaming","Win"
"2691429903","06 Oct 2016","4837","EHOME.KEEN","Win"
"2691362326","06 Oct 2016","4837","EHOME.KEEN","Win"
"2689794999","05 Oct 2016","4875","EHOME","Win"
"2689694600","05 Oct 2016","4875","EHOME","Loss"
"2689625324","05 Oct 2016","4875","EHOME","Win"
"2689427827","05 Oct 2016","4875","Vici Gaming","Win"
