"Match","Date","League","Opponent","Result"
"1529911868","05 Jun 2015","2980","Unknown Dire Team","Win"
"1514575412","30 May 2015","2733","_PowerRangers","Loss"
"1514472710","30 May 2015","2733","_PowerRangers","Loss"
"1513316932","30 May 2015","2733","-Ninjas-in-Pyjamas-","Loss"
"1513111092","30 May 2015","2733","-Ninjas-in-Pyjamas-","Win"
"1511229990","29 May 2015","2733","Burden United","Loss"
"1511022439","29 May 2015","2733","Burden United","Win"
"1510447640","29 May 2015","2733","STARK.gg","Win"
"1510246968","29 May 2015","2733","STARK.gg","Loss"
"1491858707","22 May 2015","2815","TeamMalaysia","Loss"
"1491777059","22 May 2015","2815","TeamMalaysia","Win"
"1491720521","22 May 2015","2815","TeamMalaysia","Loss"
"1490100158","21 May 2015","2815","Vici Gaming","Loss"
"1489988349","21 May 2015","2815","Vici Gaming","Loss"
"1487088338","20 May 2015","2815","Energy Pacemaker gaming","Win"
"1486996781","20 May 2015","2815","Energy Pacemaker gaming","Win"
"1478715033","16 May 2015","2790","Team Empire","Win"
"1478538518","16 May 2015","2790","Team Empire","Loss"
"1471024508","13 May 2015","2980","The Balkan Bears","Win"
"1470944649","13 May 2015","2980","The Balkan Bears","Win"
"1466307554","11 May 2015","2790","Vega Squadron","Win"
"1466203273","11 May 2015","2790","Vega Squadron","Loss"
"1455408284","07 May 2015","2790","Basically Unknown","Win"
"1455327491","07 May 2015","2790","Basically Unknown","Win"
"1455176597","07 May 2015","2790","Virtus.pro","Loss"
"1455074160","07 May 2015","2790","Virtus.pro","Win"
"1453048038","06 May 2015","2790","Natus Vincere","Win"
"1452942532","06 May 2015","2790","Natus Vincere","Win"
"1452843012","06 May 2015","2790","Team Empire","Win"
"1452657632","06 May 2015","2790","Team Empire","Loss"
"1450580067","05 May 2015","2980","STARK.gg","Win"
"1450514832","05 May 2015","2980","STARK.gg","Win"
"1430857330","28 Apr 2015","2129","-Ninjas-in-Pyjamas-","Loss"
"1430744424","28 Apr 2015","2129","-Ninjas-in-Pyjamas-","Loss"
"1430662168","28 Apr 2015","2129","-Ninjas-in-Pyjamas-","Win"
"1423570663","25 Apr 2015","2418","Cloud9 G2A","Loss"
"1423329678","25 Apr 2015","2418","Cloud9 G2A","Loss"
"1422527977","25 Apr 2015","2418","Team Secret","Win"
"1422406844","25 Apr 2015","2418","Team Secret","Win"
"1421421139","24 Apr 2015","2418","Invictus Gaming","Loss"
"1421280530","24 Apr 2015","2418","Invictus Gaming","Loss"
"1407667715","18 Apr 2015","2358","Team Empire","Loss"
"1407499045","18 Apr 2015","2358","Team Empire","Win"
